#HEADER
#TITLES
 , ,J4206@Steer_Angle.RN_1
1017,25.83000,62.88735
1018,25.84000,61.15119
1019,25.85000,59.4061
1020,25.86000,57.65211
1021,25.87000,55.88929
1022,25.88000,54.11767
1023,25.89000,52.33732
1024,25.90000,50.54829
1025,25.91000,48.75064
1026,25.92000,46.94442
1027,25.93000,45.12971
1028,25.94000,43.30656
1029,25.95000,41.47504
1030,25.96000,39.63522
1031,25.97000,37.78718
1032,25.98000,35.93097
1033,25.99000,34.06669
1034,26.00000,32.1944
1035,26.01000,30.31419
1036,26.02000,28.42614
1037,26.03000,26.53033
1038,26.04000,24.62685
1039,26.05000,22.71579
1040,26.06000,20.79723
1041,26.07000,18.87128
1042,26.08000,16.93802
1043,26.09000,14.99755
1044,26.10000,13.04998
1045,26.11000,11.0954
1046,26.12000,9.133921
1047,26.13000,7.165646
1048,26.14000,5.190683
1049,26.15000,3.209144
1050,26.16000,1.221142
1051,26.17000,-0.7732083
1052,26.18000,-2.77379
1053,26.19000,-4.780483
1054,26.20000,-6.793167
1055,26.21000,-8.811717
1056,26.22000,-10.83601
1057,26.23000,-12.86591
1058,26.24000,-14.90129
1059,26.25000,-16.94203
1060,26.26000,-18.98798
1061,26.27000,-21.03901
1062,26.28000,-23.09497
1063,26.29000,-25.15574
1064,26.30000,-27.22116
1065,26.31000,-29.29109
1066,26.32000,-31.36538
1067,26.33000,-33.44389
1068,26.34000,-35.52646
1069,26.35000,-37.61293
1070,26.36000,-39.70317
1071,26.37000,-41.79699
1072,26.38000,-43.89426
1073,26.39000,-45.9948
1074,26.40000,-48.09845
1075,26.41000,-50.20504
1076,26.42000,-52.31442
1077,26.43000,-54.42641
1078,26.44000,-56.54083
1079,26.45000,-58.65752
1080,26.46000,-60.7763
1081,26.47000,-62.897
1082,26.48000,-65.01943
1083,26.49000,-67.14342
1084,26.50000,-69.26878
1085,26.51000,-71.39533
1086,26.52000,-73.52289
1087,26.53000,-75.65127
1088,26.54000,-77.78027
1089,26.55000,-79.90971
1090,26.56000,-82.0394
1091,26.57000,-84.16914
1092,26.58000,-86.29874
1093,26.59000,-88.428
1094,26.60000,-90.55672
1095,26.61000,-92.68472
1096,26.62000,-94.81176
1097,26.63000,-96.93767
1098,26.64000,-99.06223
1099,26.65000,-101.1852
1100,26.66000,-103.3065
1101,26.67000,-105.4258
1102,26.68000,-107.5429
1103,26.69000,-109.6577
1104,26.70000,-111.7698
1105,26.71000,-113.8792
1106,26.72000,-115.9855
1107,26.73000,-118.0886
1108,26.74000,-120.1882
1109,26.75000,-122.2842
1110,26.76000,-124.3762
1111,26.77000,-126.4642
1112,26.78000,-128.5479
1113,26.79000,-130.627
1114,26.80000,-132.7013
1115,26.81000,-134.7707
1116,26.82000,-136.8349
1117,26.83000,-138.8936
1118,26.84000,-140.9466
1119,26.85000,-142.9938
1120,26.86000,-145.0349
1121,26.87000,-147.0696
1122,26.88000,-149.0978
1123,26.89000,-151.1192
1124,26.90000,-153.1337
1125,26.91000,-155.1408
1126,26.92000,-157.1405
1127,26.93000,-159.1325
1128,26.94000,-161.1166
1129,26.95000,-163.0926
1130,26.96000,-165.0602
1131,26.97000,-167.0191
1132,26.98000,-168.9693
1133,26.99000,-170.9104
1134,27.00000,-172.8422
1135,27.01000,-174.7645
1136,27.02000,-176.677
1137,27.03000,-178.5796
1138,27.04000,-180.472
1139,27.05000,-182.354
1140,27.06000,-184.2253
1141,27.07000,-186.0858
1142,27.08000,-187.9352
1143,27.09000,-189.7732
1144,27.10000,-191.5997
1145,27.11000,-193.4145
1146,27.12000,-195.2172
1147,27.13000,-197.0078
1148,27.14000,-198.7859
1149,27.15000,-200.5513
1150,27.16000,-202.3039
1151,27.17000,-204.0434
1152,27.18000,-205.7696
1153,27.19000,-207.4822
1154,27.20000,-209.1812
1155,27.21000,-210.8661
1156,27.22000,-212.537
1157,27.23000,-214.1934
1158,27.24000,-215.8352
1159,27.25000,-217.4623
1160,27.26000,-219.0743
1161,27.27000,-220.6712
1162,27.28000,-222.2526
1163,27.29000,-223.8184
1164,27.30000,-225.3684
1165,27.31000,-226.9024
1166,27.32000,-228.4201
1167,27.33000,-229.9214
1168,27.34000,-231.4062
1169,27.35000,-232.8741
1170,27.36000,-234.325
1171,27.37000,-235.7588
1172,27.38000,-237.1752
1173,27.39000,-238.574
1174,27.40000,-239.9551
1175,27.41000,-241.3183
1176,27.42000,-242.6633
1177,27.43000,-243.9901
1178,27.44000,-245.2985
1179,27.45000,-246.5882
1180,27.46000,-247.8591
1181,27.47000,-249.1111
1182,27.48000,-250.3439
1183,27.49000,-251.5574
1184,27.50000,-252.7515
1185,27.51000,-253.9259
1186,27.52000,-255.0806
1187,27.53000,-256.2154
1188,27.54000,-257.3301
1189,27.55000,-258.4246
1190,27.56000,-259.4987
1191,27.57000,-260.5523
1192,27.58000,-261.5852
1193,27.59000,-262.5974
1194,27.60000,-263.5886
1195,27.61000,-264.5587
1196,27.62000,-265.5077
1197,27.63000,-266.4354
1198,27.64000,-267.3416
1199,27.65000,-268.2263
1200,27.66000,-269.0892
1201,27.67000,-269.9304
1202,27.68000,-270.7497
1203,27.69000,-271.5469
1204,27.70000,-272.3221
1205,27.71000,-273.075
1206,27.72000,-273.8055
1207,27.73000,-274.5137
1208,27.74000,-275.1993
1209,27.75000,-275.8623
1210,27.76000,-276.5027
1211,27.77000,-277.1202
1212,27.78000,-277.7149
1213,27.79000,-278.2866
1214,27.80000,-278.8353
1215,27.81000,-279.3609
1216,27.82000,-279.8634
1217,27.83000,-280.3426
1218,27.84000,-280.7986
1219,27.85000,-281.2311
1220,27.86000,-281.6403
1221,27.87000,-282.026
1222,27.88000,-282.3882
1223,27.89000,-282.7269
1224,27.90000,-283.042
1225,27.91000,-283.3334
1226,27.92000,-283.6011
1227,27.93000,-283.8452
1228,27.94000,-284.0654
1229,27.95000,-284.262
1230,27.96000,-284.4347
1231,27.97000,-284.5836
1232,27.98000,-284.7087
1233,27.99000,-284.81
1234,28.00000,-284.8874
1235,28.01000,-284.9409
1236,28.02000,-284.9706
1237,28.03000,-284.9764
1238,28.04000,-284.9584
1239,28.05000,-284.9165
1240,28.06000,-284.8507
1241,28.07000,-284.7612
1242,28.08000,-284.6478
1243,28.09000,-284.5106
1244,28.10000,-284.3496
1245,28.11000,-284.1649
1246,28.12000,-283.9564
1247,28.13000,-283.7242
1248,28.14000,-283.4684
1249,28.15000,-283.189
1250,28.16000,-282.886
1251,28.17000,-282.5595
1252,28.18000,-282.2094
1253,28.19000,-281.836
1254,28.20000,-281.4391
1255,28.21000,-281.019
1256,28.22000,-280.5755
1257,28.23000,-280.1088
1258,28.24000,-279.619
1259,28.25000,-279.1061
1260,28.26000,-278.5703
1261,28.27000,-278.0115
1262,28.28000,-277.4298
1263,28.29000,-276.8254
1264,28.30000,-276.1983
1265,28.31000,-275.5486
1266,28.32000,-274.8764
1267,28.33000,-274.1817
1268,28.34000,-273.4648
1269,28.35000,-272.7256
1270,28.36000,-271.9642
1271,28.37000,-271.1809
1272,28.38000,-270.3756
1273,28.39000,-269.5485
1274,28.40000,-268.6997
1275,28.41000,-267.8293
1276,28.42000,-266.9375
1277,28.43000,-266.0242
1278,28.44000,-265.0898
1279,28.45000,-264.1342
1280,28.46000,-263.1576
1281,28.47000,-262.1602
1282,28.48000,-261.142
1283,28.49000,-260.1033
1284,28.50000,-259.0441
1285,28.51000,-257.9645
1286,28.52000,-256.8647
1287,28.53000,-255.745
1288,28.54000,-254.6053
1289,28.55000,-253.4458
1290,28.56000,-252.2668
1291,28.57000,-251.0682
1292,28.58000,-249.8504
1293,28.59000,-248.6134
1294,28.60000,-247.3574
1295,28.61000,-246.0826
1296,28.62000,-244.7891
1297,28.63000,-243.477
1298,28.64000,-242.1467
1299,28.65000,-240.7981
1300,28.66000,-239.4314
1301,28.67000,-238.047
1302,28.68000,-236.6448
1303,28.69000,-235.2251
1304,28.70000,-233.7881
1305,28.71000,-232.3339
1306,28.72000,-230.8627
1307,28.73000,-229.3747
1308,28.74000,-227.8701
1309,28.75000,-226.349
1310,28.76000,-224.8116
1311,28.77000,-223.2581
1312,28.78000,-221.6888
1313,28.79000,-220.1037
1314,28.80000,-218.5031
1315,28.81000,-216.8871
1316,28.82000,-215.2559
1317,28.83000,-213.6098
1318,28.84000,-211.9489
1319,28.85000,-210.2735
1320,28.86000,-208.5836
1321,28.87000,-206.8795
1322,28.88000,-205.1615
1323,28.89000,-203.4296
1324,28.90000,-201.6841
1325,28.91000,-199.9252
1326,28.92000,-198.153
1327,28.93000,-196.3679
1328,28.94000,-194.5699
1329,28.95000,-192.7593
1330,28.96000,-190.9363
1331,28.97000,-189.1011
1332,28.98000,-187.2538
1333,28.99000,-185.3947
1334,29.00000,-183.524
1335,29.01000,-181.6419
1336,29.02000,-179.7486
1337,29.03000,-177.8443
1338,29.04000,-175.9292
1339,29.05000,-174.0034
1340,29.06000,-172.0673
1341,29.07000,-170.121
1342,29.08000,-168.1647
1343,29.09000,-166.1986
1344,29.10000,-164.2229
1345,29.11000,-162.2378
1346,29.12000,-160.2436
1347,29.13000,-158.2404
1348,29.14000,-156.2284
1349,29.15000,-154.2079
1350,29.16000,-152.179
1351,29.17000,-150.142
1352,29.18000,-148.097
1353,29.19000,-146.0442
1354,29.20000,-143.9839
1355,29.21000,-141.9163
1356,29.22000,-139.8415
1357,29.23000,-137.7598
1358,29.24000,-135.6714
1359,29.25000,-133.5764
1360,29.26000,-131.4751
1361,29.27000,-129.3676
1362,29.28000,-127.2542
1363,29.29000,-125.135
1364,29.30000,-123.0104
1365,29.31000,-120.8803
1366,29.32000,-118.7452
1367,29.33000,-116.605
1368,29.34000,-114.4602
1369,29.35000,-112.3107
1370,29.36000,-110.1569
1371,29.37000,-107.9989
1372,29.38000,-105.837
1373,29.39000,-103.6712
1374,29.40000,-101.5018
1375,29.41000,-99.32908
1376,29.42000,-97.15309
1377,29.43000,-94.97408
1378,29.44000,-92.79221
1379,29.45000,-90.60769
1380,29.46000,-88.42068
1381,29.47000,-86.2314
1382,29.48000,-84.04
1383,29.49000,-81.84668
1384,29.50000,-79.65161
1385,29.51000,-77.45498
1386,29.52000,-75.25696
1387,29.53000,-73.05772
1388,29.54000,-70.85746
1389,29.55000,-68.65634
1390,29.56000,-66.45453
1391,29.57000,-64.25221
1392,29.58000,-62.04955
1393,29.59000,-59.84672
1394,29.60000,-57.64389
1395,29.61000,-55.44123
1396,29.62000,-53.23889
1397,29.63000,-51.03705
1398,29.64000,-48.83588
1399,29.65000,-46.63552
1400,29.66000,-44.43615
1401,29.67000,-42.23792
1402,29.68000,-40.041
1403,29.69000,-37.84553
1404,29.70000,-35.65167
1405,29.71000,-33.45958
1406,29.72000,-31.26941
1407,29.73000,-29.08131
1408,29.74000,-26.89543
1409,29.75000,-24.71192
1410,29.76000,-22.53092
1411,29.77000,-20.35258
1412,29.78000,-18.17704
1413,29.79000,-16.00445
1414,29.80000,-13.83494
1415,29.81000,-11.66866
1416,29.82000,-9.505733
1417,29.83000,-7.346309
1418,29.84000,-5.190516
1419,29.85000,-3.038488
1420,29.86000,-0.8903558
1421,29.87000,1.25375
1422,29.88000,3.393703
1423,29.89000,5.529374
1424,29.90000,7.660639
1425,29.91000,9.787375
1426,29.92000,11.90946
1427,29.93000,14.02677
1428,29.94000,16.1392
1429,29.95000,18.24661
1430,29.96000,20.3489
1431,29.97000,22.44596
1432,29.98000,24.53766
1433,29.99000,26.62391
1434,30.00000,28.70458
1435,30.01000,30.77957
1436,30.02000,32.84878
1437,30.03000,34.9121
1438,30.04000,36.96943
1439,30.05000,39.02066
1440,30.06000,41.0657
1441,30.07000,43.10444
1442,30.08000,45.1368
1443,30.09000,47.16266
1444,30.10000,49.18195
1445,30.11000,51.19457
1446,30.12000,53.20042
1447,30.13000,55.19942
1448,30.14000,57.19148
1449,30.15000,59.17651
1450,30.16000,61.15443
1451,30.17000,63.12516
1452,30.18000,65.08861
1453,30.19000,67.04469
1454,30.20000,68.99335
1455,30.21000,70.93448
1456,30.22000,72.86803
1457,30.23000,74.7939
1458,30.24000,76.71204
1459,30.25000,78.62236
1460,30.26000,80.5248
1461,30.27000,82.41928
1462,30.28000,84.30575
1463,30.29000,86.18413
1464,30.30000,88.05435
1465,30.31000,89.91636
1466,30.32000,91.77009
1467,30.33000,93.61547
1468,30.34000,95.45245
1469,30.35000,97.28098
1470,30.36000,99.10098
1471,30.37000,100.9124
1472,30.38000,102.7152
1473,30.39000,104.5093
1474,30.40000,106.2947
1475,30.41000,108.0713
1476,30.42000,109.839
1477,30.43000,111.5979
1478,30.44000,113.3478
1479,30.45000,115.0888
1480,30.46000,116.8207
1481,30.47000,118.5435
1482,30.48000,120.2572
1483,30.49000,121.9618
1484,30.50000,123.6571
1485,30.51000,125.3432
1486,30.52000,127.02
1487,30.53000,128.6875
1488,30.54000,130.3456
1489,30.55000,131.9944
1490,30.56000,133.6336
1491,30.57000,135.2635
1492,30.58000,136.8838
1493,30.59000,138.4946
1494,30.60000,140.0958
1495,30.61000,141.6874
1496,30.62000,143.2693
1497,30.63000,144.8416
1498,30.64000,146.4043
1499,30.65000,147.9572
1500,30.66000,149.5003
1501,30.67000,151.0337
1502,30.68000,152.5573
1503,30.69000,154.071
1504,30.70000,155.5749
1505,30.71000,157.0689
1506,30.72000,158.553
1507,30.73000,160.0272
1508,30.74000,161.4915
1509,30.75000,162.9458
1510,30.76000,164.39
1511,30.77000,165.8243
1512,30.78000,167.2486
1513,30.79000,168.6628
1514,30.80000,170.067
1515,30.81000,171.461
1516,30.82000,172.845
1517,30.83000,174.2189
1518,30.84000,175.5826
1519,30.85000,176.9361
1520,30.86000,178.2795
1521,30.87000,179.6127
1522,30.88000,180.9357
1523,30.89000,182.2485
1524,30.90000,183.5511
1525,30.91000,184.8434
1526,30.92000,186.1255
1527,30.93000,187.3973
1528,30.94000,188.6588
1529,30.95000,189.9101
1530,30.96000,191.151
1531,30.97000,192.3816
1532,30.98000,193.6019
1533,30.99000,194.8118
1534,31.00000,196.0114
1535,31.01000,197.2006
1536,31.02000,198.3794
1537,31.03000,199.5479
1538,31.04000,200.706
1539,31.05000,201.8536
1540,31.06000,202.9908
1541,31.07000,204.1177
1542,31.08000,205.234
1543,31.09000,206.34
1544,31.10000,207.4354
1545,31.11000,208.5204
1546,31.12000,209.5949
1547,31.13000,210.659
1548,31.14000,211.7125
1549,31.15000,212.7556
1550,31.16000,213.7881
1551,31.17000,214.8101
1552,31.18000,215.8215
1553,31.19000,216.8225
1554,31.20000,217.8129
1555,31.21000,218.7927
1556,31.22000,219.7619
1557,31.23000,220.7206
1558,31.24000,221.6687
1559,31.25000,222.6062
1560,31.26000,223.5331
1561,31.27000,224.4493
1562,31.28000,225.355
1563,31.29000,226.25
1564,31.30000,227.1343
1565,31.31000,228.0081
1566,31.32000,228.8711
1567,31.33000,229.7235
1568,31.34000,230.5652
1569,31.35000,231.3962
1570,31.36000,232.2165
1571,31.37000,233.0261
1572,31.38000,233.825
1573,31.39000,234.6131
1574,31.40000,235.3905
1575,31.41000,236.1571
1576,31.42000,236.913
1577,31.43000,237.6581
1578,31.44000,238.3924
1579,31.45000,239.116
1580,31.46000,239.8287
1581,31.47000,240.5305
1582,31.48000,241.2216
1583,31.49000,241.9018
1584,31.50000,242.5712
1585,31.51000,243.2297
1586,31.52000,243.8773
1587,31.53000,244.5141
1588,31.54000,245.1399
1589,31.55000,245.7548
1590,31.56000,246.3588
1591,31.57000,246.9519
1592,31.58000,247.534
1593,31.59000,248.1051
1594,31.60000,248.6653
1595,31.61000,249.2144
1596,31.62000,249.7526
1597,31.63000,250.2798
1598,31.64000,250.7959
1599,31.65000,251.301
1600,31.66000,251.795
1601,31.67000,252.2779
1602,31.68000,252.7498
1603,31.69000,253.2106
1604,31.70000,253.6602
1605,31.71000,254.0988
1606,31.72000,254.5262
1607,31.73000,254.9424
1608,31.74000,255.3475
1609,31.75000,255.7414
1610,31.76000,256.1241
1611,31.77000,256.4956
1612,31.78000,256.8558
1613,31.79000,257.2049
1614,31.80000,257.5426
1615,31.81000,257.8691
1616,31.82000,258.1844
1617,31.83000,258.4883
1618,31.84000,258.7809
1619,31.85000,259.0622
1620,31.86000,259.3322
1621,31.87000,259.5908
1622,31.88000,259.838
1623,31.89000,260.0739
1624,31.90000,260.2984
1625,31.91000,260.5115
1626,31.92000,260.7131
1627,31.93000,260.9034
1628,31.94000,261.0821
1629,31.95000,261.2495
1630,31.96000,261.4053
1631,31.97000,261.5497
1632,31.98000,261.6826
1633,31.99000,261.8039
1634,32.00000,261.9138
1635,32.01000,262.0121
1636,32.02000,262.0988
1637,32.03000,262.1741
1638,32.04000,262.2377
1639,32.05000,262.2898
1640,32.06000,262.3303
1641,32.07000,262.3592
1642,32.08000,262.3765
1643,32.09000,262.3821
1644,32.10000,262.3762
1645,32.11000,262.3586
1646,32.12000,262.3294
1647,32.13000,262.2885
1648,32.14000,262.236
1649,32.15000,262.1718
1650,32.16000,262.0959
1651,32.17000,262.0084
1652,32.18000,261.9091
1653,32.19000,261.7982
1654,32.20000,261.6757
1655,32.21000,261.5414
1656,32.22000,261.3954
1657,32.23000,261.2377
1658,32.24000,261.0683
1659,32.25000,260.8872
1660,32.26000,260.6944
1661,32.27000,260.4899
1662,32.28000,260.2737
1663,32.29000,260.0457
1664,32.30000,259.8061
1665,32.31000,259.5547
1666,32.32000,259.2917
1667,32.33000,259.017
1668,32.34000,258.7306
1669,32.35000,258.4325
1670,32.36000,258.1227
1671,32.37000,257.8012
1672,32.38000,257.4681
1673,32.39000,257.1233
1674,32.40000,256.7668
1675,32.41000,256.3988
1676,32.42000,256.0191
1677,32.43000,255.6277
1678,32.44000,255.2248
1679,32.45000,254.8103
1680,32.46000,254.3842
1681,32.47000,253.9465
1682,32.48000,253.4973
1683,32.49000,253.0365
1684,32.50000,252.5643
1685,32.51000,252.0805
1686,32.52000,251.5853
1687,32.53000,251.0786
1688,32.54000,250.5605
1689,32.55000,250.031
1690,32.56000,249.4901
1691,32.57000,248.9378
1692,32.58000,248.3743
1693,32.59000,247.7993
1694,32.60000,247.2132
1695,32.61000,246.6158
1696,32.62000,246.0071
1697,32.63000,245.3873
1698,32.64000,244.7563
1699,32.65000,244.1142
1700,32.66000,243.461
1701,32.67000,242.7968
1702,32.68000,242.1215
1703,32.69000,241.4353
1704,32.70000,240.7381
1705,32.71000,240.0301
1706,32.72000,239.3112
1707,32.73000,238.5815
1708,32.74000,237.841
1709,32.75000,237.0898
1710,32.76000,236.328
1711,32.77000,235.5555
1712,32.78000,234.7725
1713,32.79000,233.9789
1714,32.80000,233.1748
1715,32.81000,232.3604
1716,32.82000,231.5355
1717,32.83000,230.7004
1718,32.84000,229.855
1719,32.85000,228.9994
1720,32.86000,228.1337
1721,32.87000,227.2579
1722,32.88000,226.3721
1723,32.89000,225.4763
1724,32.90000,224.5707
1725,32.91000,223.6552
1726,32.92000,222.73
1727,32.93000,221.7951
1728,32.94000,220.8506
1729,32.95000,219.8965
1730,32.96000,218.933
1731,32.97000,217.9601
1732,32.98000,216.9778
1733,32.99000,215.9863
1734,33.00000,214.9856
1735,33.01000,213.9758
1736,33.02000,212.957
1737,33.03000,211.9292
1738,33.04000,210.8926
1739,33.05000,209.8472
1740,33.06000,208.7932
1741,33.07000,207.7305
1742,33.08000,206.6593
1743,33.09000,205.5797
1744,33.10000,204.4918
1745,33.11000,203.3956
1746,33.12000,202.2912
1747,33.13000,201.1787
1748,33.14000,200.0583
1749,33.15000,198.93
1750,33.16000,197.794
1751,33.17000,196.6502
1752,33.18000,195.4988
1753,33.19000,194.34
1754,33.20000,193.1737
1755,33.21000,192.0002
1756,33.22000,190.8195
1757,33.23000,189.6317
1758,33.24000,188.4368
1759,33.25000,187.2352
1760,33.26000,186.0267
1761,33.27000,184.8116
1762,33.28000,183.5899
1763,33.29000,182.3618
1764,33.30000,181.1273
1765,33.31000,179.8866
1766,33.32000,178.6398
1767,33.33000,177.3869
1768,33.34000,176.1282
1769,33.35000,174.8637
1770,33.36000,173.5935
1771,33.37000,172.3178
1772,33.38000,171.0366
1773,33.39000,169.7501
1774,33.40000,168.4585
1775,33.41000,167.1617
1776,33.42000,165.8599
1777,33.43000,164.5533
1778,33.44000,163.242
1779,33.45000,161.9261
1780,33.46000,160.6057
1781,33.47000,159.2809
1782,33.48000,157.9519
1783,33.49000,156.6188
1784,33.50000,155.2817
1785,33.51000,153.9407
1786,33.52000,152.5959
1787,33.53000,151.2476
1788,33.54000,149.8957
1789,33.55000,148.5405
1790,33.56000,147.182
1791,33.57000,145.8204
1792,33.58000,144.4558
1793,33.59000,143.0883
1794,33.60000,141.7181
1795,33.61000,140.3453
1796,33.62000,138.97
1797,33.63000,137.5923
1798,33.64000,136.2124
1799,33.65000,134.8304
1800,33.66000,133.4464
1801,33.67000,132.0605
1802,33.68000,130.673
1803,33.69000,129.2838
1804,33.70000,127.8932
1805,33.71000,126.5013
1806,33.72000,125.1081
1807,33.73000,123.7139
1808,33.74000,122.3186
1809,33.75000,120.9226
1810,33.76000,119.5259
1811,33.77000,118.1286
1812,33.78000,116.7308
1813,33.79000,115.3328
1814,33.80000,113.9345
1815,33.81000,112.5362
1816,33.82000,111.1379
1817,33.83000,109.7398
1818,33.84000,108.342
1819,33.85000,106.9447
1820,33.86000,105.5479
1821,33.87000,104.1518
1822,33.88000,102.7565
1823,33.89000,101.3622
1824,33.90000,99.96885
1825,33.91000,98.57671
1826,33.92000,97.18586
1827,33.93000,95.79642
1828,33.94000,94.40852
1829,33.95000,93.02229
1830,33.96000,91.63781
1831,33.97000,90.25523
1832,33.98000,88.87466
1833,33.99000,87.49622
1834,34.00000,86.12002
1835,34.01000,84.74617
1836,34.02000,83.37479
1837,34.03000,82.006
1838,34.04000,80.63991
1839,34.05000,79.27662
1840,34.06000,77.91625
1841,34.07000,76.55891
1842,34.08000,75.20472
1843,34.09000,73.85377
1844,34.10000,72.50617
1845,34.11000,71.16204
1846,34.12000,69.82147
1847,34.13000,68.48457
1848,34.14000,67.15145
1849,34.15000,65.8222
1850,34.16000,64.49693
1851,34.17000,63.17574
1852,34.18000,61.85872
1853,34.19000,60.54598
1854,34.20000,59.23761
1855,34.21000,57.9337
1856,34.22000,56.63436
1857,34.23000,55.33967
1858,34.24000,54.04972
1859,34.25000,52.76462
1860,34.26000,51.48444
1861,34.27000,50.20928
1862,34.28000,48.93922
1863,34.29000,47.67434
1864,34.30000,46.41475
1865,34.31000,45.16051
1866,34.32000,43.91171
1867,34.33000,42.66843
1868,34.34000,41.43075
1869,34.35000,40.19875
1870,34.36000,38.9725
1871,34.37000,37.75209
1872,34.38000,36.53758
1873,34.39000,35.32906
1874,34.40000,34.12658
1875,34.41000,32.93023
1876,34.42000,31.74007
1877,34.43000,30.55616
1878,34.44000,29.37859
1879,34.45000,28.2074
1880,34.46000,27.04267
1881,34.47000,25.88445
1882,34.48000,24.73281
1883,34.49000,23.58782
1884,34.50000,22.44951
1885,34.51000,21.31797
1886,34.52000,20.19323
1887,34.53000,19.07535
1888,34.54000,17.96439
1889,34.55000,16.8604
1890,34.56000,15.76343
1891,34.57000,14.67353
1892,34.58000,13.59074
1893,34.59000,12.51511
1894,34.60000,11.44669
1895,34.61000,10.38552
1896,34.62000,9.331638
1897,34.63000,8.285091
1898,34.64000,7.245917
1899,34.65000,6.214153
1900,34.66000,5.189837
1901,34.67000,4.173004
1902,34.68000,3.163688
1903,34.69000,2.161923
1904,34.70000,1.167739
1905,34.71000,0.1811681
1906,34.72000,-0.7977618
1907,34.73000,-1.769023
1908,34.74000,-2.732588
1909,34.75000,-3.688432
1910,34.76000,-4.636532
1911,34.77000,-5.576864
1912,34.78000,-6.509407
1913,34.79000,-7.434141
1914,34.80000,-8.351048
1915,34.81000,-9.260108
1916,34.82000,-10.16131
1917,34.83000,-11.05463
1918,34.84000,-11.94005
1919,34.85000,-12.81758
1920,34.86000,-13.68718
1921,34.87000,-14.54886
1922,34.88000,-15.40261
1923,34.89000,-16.24841
1924,34.90000,-17.08625
1925,34.91000,-17.91614
1926,34.92000,-18.73807
1927,34.93000,-19.55202
1928,34.94000,-20.35802
1929,34.95000,-21.15603
1930,34.96000,-21.94608
1931,34.97000,-22.72816
1932,34.98000,-23.50227
1933,34.99000,-24.26841
1934,35.00000,-25.02659
1935,35.01000,-25.77682
1936,35.02000,-26.51909
1937,35.03000,-27.25341
1938,35.04000,-27.9798
1939,35.05000,-28.69827
1940,35.06000,-29.40881
1941,35.07000,-30.11144
1942,35.08000,-30.80618
1943,35.09000,-31.49304
1944,35.10000,-32.17203
1945,35.11000,-32.84316
1946,35.12000,-33.50645
1947,35.13000,-34.16193
1948,35.14000,-34.80959
1949,35.15000,-35.44947
1950,35.16000,-36.08158
1951,35.17000,-36.70594
1952,35.18000,-37.32257
1953,35.19000,-37.9315
1954,35.20000,-38.53275
1955,35.21000,-39.12634
1956,35.22000,-39.71228
1957,35.23000,-40.29062
1958,35.24000,-40.86138
1959,35.25000,-41.42458
1960,35.26000,-41.98024
1961,35.27000,-42.5284
1962,35.28000,-43.06909
1963,35.29000,-43.60233
1964,35.30000,-44.12816
1965,35.31000,-44.64661
1966,35.32000,-45.1577
1967,35.33000,-45.66148
1968,35.34000,-46.15796
1969,35.35000,-46.6472
1970,35.36000,-47.12922
1971,35.37000,-47.60406
1972,35.38000,-48.07175
1973,35.39000,-48.53234
1974,35.40000,-48.98585
1975,35.41000,-49.43233
1976,35.42000,-49.87181
1977,35.43000,-50.30434
1978,35.44000,-50.72994
1979,35.45000,-51.14868
1980,35.46000,-51.56057
1981,35.47000,-51.96568
1982,35.48000,-52.36403
1983,35.49000,-52.75567
1984,35.50000,-53.14064
1985,35.51000,-53.519
1986,35.52000,-53.89078
1987,35.53000,-54.25602
1988,35.54000,-54.61478
1989,35.55000,-54.9671
1990,35.56000,-55.31302
1991,35.57000,-55.6526
1992,35.58000,-55.98588
1993,35.59000,-56.3129
1994,35.60000,-56.63372
1995,35.61000,-56.94839
1996,35.62000,-57.25696
1997,35.63000,-57.55947
1998,35.64000,-57.85598
1999,35.65000,-58.14654
2000,35.66000,-58.43119
2001,35.67000,-58.71
2002,35.68000,-58.98301
2003,35.69000,-59.25028
2004,35.70000,-59.51186
2005,35.71000,-59.7678
2006,35.72000,-60.01816
2007,35.73000,-60.26299
2008,35.74000,-60.50235
2009,35.75000,-60.7363
2010,35.76000,-60.96488
2011,35.77000,-61.18816
2012,35.78000,-61.40619
2013,35.79000,-61.61903
2014,35.80000,-61.82674
2015,35.81000,-62.02938
2016,35.82000,-62.22699
2017,35.83000,-62.41965
2018,35.84000,-62.60741
2019,35.85000,-62.79033
2020,35.86000,-62.96848
2021,35.87000,-63.1419
2022,35.88000,-63.31066
2023,35.89000,-63.47483
2024,35.90000,-63.63446
2025,35.91000,-63.78962
2026,35.92000,-63.94036
2027,35.93000,-64.08675
2028,35.94000,-64.22886
2029,35.95000,-64.36674
2030,35.96000,-64.50047
2031,35.97000,-64.63009
2032,35.98000,-64.75568
2033,35.99000,-64.8773
2034,36.00000,-64.99503
2035,36.01000,-65.10891
2036,36.02000,-65.21902
2037,36.03000,-65.32542
2038,36.04000,-65.42818
2039,36.05000,-65.52737
2040,36.06000,-65.62305
2041,36.07000,-65.71529
2042,36.08000,-65.80416
2043,36.09000,-65.88972
2044,36.10000,-65.97205
2045,36.11000,-66.05121
2046,36.12000,-66.12727
2047,36.13000,-66.20029
2048,36.14000,-66.27036
2049,36.15000,-66.33752
2050,36.16000,-66.40187
2051,36.17000,-66.46347
2052,36.18000,-66.52238
2053,36.19000,-66.57869
2054,36.20000,-66.63245
2055,36.21000,-66.68375
2056,36.22000,-66.73264
